State,state_abbreviation,County,Violent_crime,Murder,Rape,Robbery,Aggravated_assault,Property_crime,Burglary,Larceny-theft,vehicle_theft,Arson
IOWA,IA,Cedar,7,0,2,0,5,25,11,9,5,1
IOWA,IA,Cerro Gordo,8,0,1,0,7,91,26,41,24,1
IOWA,IA,Cherokee,4,0,0,0,4,19,5,13,1,0
IOWA,IA,Chickasaw,13,0,2,0,11,27,9,12,6,0
IOWA,IA,Clarke,10,0,4,0,6,20,4,10,6,0
IOWA,IA,Clay,5,0,0,0,5,30,14,14,2,0
IOWA,IA,Clinton,21,0,4,1,16,129,33,75,21,0
IOWA,IA,Crawford,4,0,0,0,4,6,3,1,2,0
IOWA,IA,Delaware,10,1,5,0,4,15,6,7,2,0
IOWA,IA,Des Moines,18,0,2,0,16,97,35,46,16,0
IOWA,IA,Emmet,29,1,0,0,28,7,0,4,3,0
IOWA,IA,Fayette,30,0,2,1,27,27,9,8,10,1
IOWA,IA,Floyd,1,0,0,0,1,26,13,8,5,0
IOWA,IA,Fremont,12,0,4,0,8,61,17,31,13,1
IOWA,IA,Hancock,24,0,4,0,20,37,13,15,9,0
IOWA,IA,Hardin,19,1,4,3,11,79,23,47,9,0
IOWA,IA,Henry,17,0,3,0,14,59,23,32,4,1
IOWA,IA,Ida,8,0,1,0,7,24,5,17,2,0
IOWA,IA,Iowa,12,0,0,0,12,7,2,2,3,1
IOWA,IA,Jackson,15,0,2,0,13,74,18,49,7,1
IOWA,IA,Jefferson,3,0,2,0,1,19,5,14,0,0
IOWA,IA,Keokuk,16,0,3,1,12,51,22,19,10,1
IOWA,IA,Kossuth,11,1,0,0,10,8,4,3,1,0
IOWA,IA,Lee,27,0,5,0,22,70,23,38,9,0
IOWA,IA,Louisa,24,0,3,0,21,34,9,21,4,0
IOWA,IA,Lucas,12,0,6,0,6,77,19,44,14,0
IOWA,IA,Lyon,15,0,2,0,13,60,13,38,9,0
IOWA,IA,Mahaska,8,0,0,0,8,30,8,20,2,0
IOWA,IA,Marion,24,0,8,0,16,60,25,29,6,0
IOWA,IA,Mitchell,7,0,1,0,6,30,19,9,2,1
IOWA,IA,Monona,14,0,5,0,9,69,19,38,12,0
IOWA,IA,Muscatine,24,0,9,0,15,33,15,11,7,2
IOWA,IA,O'Brien,13,0,2,0,11,63,12,42,9,2
IOWA,IA,Osceola,22,0,6,0,16,60,10,42,8,0
IOWA,IA,Palo Alto,3,0,0,0,3,43,16,24,3,0
IOWA,IA,Plymouth,3,0,2,0,1,21,4,11,6,0
IOWA,IA,Pocahontas,5,0,0,0,5,21,5,13,3,0
IOWA,IA,Poweshiek,16,0,5,0,11,42,9,22,11,1
IOWA,IA,Sac,13,0,3,0,10,35,14,20,1,0
IOWA,IA,Sioux,17,0,6,0,11,41,9,21,11,0
IOWA,IA,Tama,39,1,3,1,34,41,17,17,7,2
IOWA,IA,Union,8,0,0,0,8,44,13,24,7,1
IOWA,IA,Van Buren,6,0,0,0,6,26,10,14,2,1
IOWA,IA,Wapello,21,0,1,0,20,73,23,44,6,1
IOWA,IA,Wayne,9,0,1,0,8,28,9,14,5,1
IOWA,IA,Webster,27,1,9,2,15,98,18,64,16,1
IOWA,IA,Worth,2,0,0,0,2,43,15,22,6,0
IOWA,IA,Wright,8,2,1,0,5,24,8,15,1,0
KANSAS ,KS,Butler,52,0,5,2,45,218,39,146,33,3
KANSAS ,KS,Douglas,50,0,0,1,49,85,16,59,10,1
KANSAS ,KS,Geary,8,1,3,1,3,28,6,20,2,0
KANSAS ,KS,Harvey,17,0,1,0,16,56,19,27,10,0
KANSAS ,KS,Jackson,19,0,3,1,15,84,8,67,9,1
KANSAS ,KS,Jefferson,39,0,3,1,35,273,106,139,28,7
KANSAS ,KS,Johnson,67,0,8,2,57,352,117,204,31,2
KANSAS ,KS,Leavenworth,38,1,0,2,35,148,54,66,28,8
KANSAS ,KS,Linn,7,1,1,0,5,82,7,67,8,0
KANSAS ,KS,Miami,33,0,1,2,30,122,21,80,21,2
KANSAS ,KS,Osage,21,0,1,0,20,75,49,25,1,0
KANSAS ,KS,Pottawatomie,37,0,10,0,27,158,37,104,17,2
KANSAS ,KS,Riley County Police Department,210,1,34,15,160,"1,171",157,926,88,15
KANSAS ,KS,Sedgwick,60,1,3,2,54,236,43,136,57,3
KANSAS ,KS,Shawnee,83,2,5,4,72,589,129,396,64,4
KANSAS ,KS,Sumner,24,1,1,3,19,157,55,81,21,5
KANSAS ,KS,Allen,12,0,0,0,12,40,11,20,9,2
KANSAS ,KS,Anderson,13,0,1,0,12,14,6,8,0,0
KANSAS ,KS,Atchison,5,0,1,0,4,61,17,38,6,0
KANSAS ,KS,Barber,3,0,0,0,3,19,4,14,1,0
KANSAS ,KS,Barton,29,0,8,1,20,101,57,36,8,1
KANSAS ,KS,Bourbon,18,0,2,0,16,59,22,30,7,2
KANSAS ,KS,Brown,4,0,2,0,2,94,75,15,4,1
KANSAS ,KS,Cherokee,28,0,1,2,25,171,54,84,33,0
KANSAS ,KS,Cheyenne,1,0,0,0,1,33,2,21,10,1
KANSAS ,KS,Clark,3,0,0,0,3,11,3,7,1,1
KANSAS ,KS,Clay,4,0,1,0,3,20,6,13,1,0
KANSAS ,KS,Cowley,21,0,1,1,19,130,44,69,17,2
KANSAS ,KS,Crawford,36,0,1,2,33,126,0,104,22,2
KANSAS ,KS,Dickinson,13,0,0,0,13,70,22,40,8,3
KANSAS ,KS,Edwards,7,0,1,0,6,13,3,8,2,0
KANSAS ,KS,Ellis,16,0,1,1,14,35,6,27,2,0
KANSAS ,KS,Ellsworth,6,0,1,0,5,40,4,31,5,1
KANSAS ,KS,Finney,40,0,5,1,34,173,56,91,26,3
KANSAS ,KS,Ford,6,0,0,1,5,59,36,20,3,0
KANSAS ,KS,Franklin,30,0,3,1,26,73,16,44,13,0
KANSAS ,KS,Gove,2,0,0,0,2,8,1,5,2,0
KANSAS ,KS,Gray,4,0,0,0,4,28,7,19,2,2
KANSAS ,KS,Greeley,6,0,1,0,5,4,2,2,0,0
KANSAS ,KS,Greenwood,10,0,2,0,8,84,21,58,5,0
KANSAS ,KS,Hamilton,6,0,1,0,5,27,5,17,5,0
KANSAS ,KS,Harper,1,0,0,0,1,28,9,14,5,1
KANSAS ,KS,Haskell,4,0,1,0,3,16,6,7,3,0
KANSAS ,KS,Jewell,3,0,0,1,2,9,3,2,4,1
KANSAS ,KS,Kearny,6,1,0,0,5,56,7,47,2,3
KANSAS ,KS,Kingman,4,0,2,0,2,47,15,28,4,0
KANSAS ,KS,Labette,5,0,0,0,5,88,42,32,14,0
KANSAS ,KS,Lane,2,0,1,0,1,6,3,1,2,0
KANSAS ,KS,Logan,3,0,0,0,3,11,0,11,0,0
KANSAS ,KS,Lyon,18,0,4,0,14,67,10,52,5,6
KANSAS ,KS,Marion,4,0,1,0,3,47,18,23,6,0
KANSAS ,KS,Marshall,4,0,0,0,4,20,2,16,2,2
KANSAS ,KS,Mitchell,4,0,1,0,3,20,11,8,1,0
KANSAS ,KS,Montgomery,17,0,2,1,14,141,70,61,10,0
KANSAS ,KS,Morris,14,0,1,0,13,19,1,16,2,0
KANSAS ,KS,Morton,3,0,0,0,3,9,6,3,0,0
KANSAS ,KS,Nemaha,4,0,0,0,4,15,4,10,1,1
KANSAS ,KS,Neosho,12,0,2,0,10,107,51,40,16,2
KANSAS ,KS,Norton,5,0,1,0,4,10,4,6,0,0
KANSAS ,KS,Ottawa,1,0,0,0,1,42,17,24,1,0
KANSAS ,KS,Pawnee,4,0,0,1,3,29,28,1,0,1
KANSAS ,KS,Pratt,5,0,0,0,5,15,8,6,1,0
KANSAS ,KS,Republic,11,0,0,2,9,29,7,19,3,0
KANSAS ,KS,Rice,4,0,2,0,2,39,10,19,10,0
KANSAS ,KS,Rooks,11,0,3,0,8,37,5,27,5,0
KANSAS ,KS,Rush,10,0,1,0,9,40,10,26,4,1
KANSAS ,KS,Russell,13,0,2,0,11,20,5,11,4,0
KANSAS ,KS,Saline,35,1,1,3,30,152,27,110,15,3
KANSAS ,KS,Seward,9,0,2,0,7,11,1,10,0,1
KANSAS ,KS,Sheridan,1,0,1,0,0,6,2,4,0,0
KANSAS ,KS,Thomas,1,0,0,0,1,28,10,14,4,0
KANSAS ,KS,Trego,4,0,0,1,3,6,2,4,0,0
KANSAS ,KS,Washington,7,1,2,0,4,16,4,10,2,1
KANSAS ,KS,Woodson,2,0,0,0,2,38,11,25,2,1
KENTUCKY,KY,Allen,10,0,2,2,6,95,31,40,24,1
KENTUCKY,KY,Boone,69,2,27,4,36,652,80,468,104,3
KENTUCKY,KY,Bourbon,8,0,4,0,4,79,19,48,12,0
KENTUCKY,KY,Boyd,17,0,1,2,14,190,67,85,38,2
KENTUCKY,KY,Bracken,4,0,0,0,4,23,6,13,4,0
KENTUCKY,KY,Bullitt,24,2,8,3,11,269,62,144,63,3
KENTUCKY,KY,Butler,7,0,1,1,5,32,11,14,7,2
KENTUCKY,KY,Campbell,0,0,0,0,0,0,0,0,0,0
KENTUCKY,KY,Campbell County Police Department,8,0,3,0,5,81,15,48,18,0
KENTUCKY,KY,Carter,5,0,0,1,4,32,8,17,7,0
KENTUCKY,KY,Christian,28,2,7,1,18,229,77,123,29,1
KENTUCKY,KY,Clark,7,0,3,0,4,161,34,110,17,0
KENTUCKY,KY,Daviess,34,1,9,3,21,372,66,257,49,2
KENTUCKY,KY,Edmonson,7,0,0,0,7,19,4,5,10,0
KENTUCKY,KY,Fayette,0,0,0,0,0,1,1,0,0,0
KENTUCKY,KY,Gallatin,3,0,0,0,3,11,2,8,1,0
KENTUCKY,KY,Grant,9,0,3,2,4,92,21,54,17,1
KENTUCKY,KY,Greenup,1,0,0,0,1,41,12,17,12,0
KENTUCKY,KY,Hancock,2,0,1,0,1,27,4,14,9,0
KENTUCKY,KY,Hardin,27,0,4,3,20,130,39,71,20,2
KENTUCKY,KY,Henderson,15,0,5,1,9,126,49,62,15,1
KENTUCKY,KY,Henry,1,0,1,0,0,29,9,16,4,2
KENTUCKY,KY,Jefferson,0,0,0,0,0,5,0,2,3,0
KENTUCKY,KY,Jessamine,15,0,6,5,4,203,37,142,24,4
KENTUCKY,KY,Kenton,0,0,0,0,0,0,0,0,0,0
KENTUCKY,KY,Kenton County Police Department,20,1,3,0,16,79,16,50,13,2
KENTUCKY,KY,Larue,7,0,0,0,7,21,6,9,6,0
KENTUCKY,KY,McLean,2,0,0,0,2,33,10,16,7,0
KENTUCKY,KY,Meade,12,1,2,0,9,73,12,34,27,1
KENTUCKY,KY,Oldham,2,0,0,0,2,7,1,6,0,0
KENTUCKY,KY,Oldham County Police Department,26,1,5,5,15,364,52,271,41,2
KENTUCKY,KY,Pendleton,2,0,0,0,2,40,12,20,8,1
KENTUCKY,KY,Scott,16,0,4,5,7,113,12,80,21,0
KENTUCKY,KY,Shelby,19,0,5,5,9,220,42,146,32,0
KENTUCKY,KY,Spencer,5,0,2,0,3,46,13,25,8,0
KENTUCKY,KY,Trigg,6,0,3,0,3,58,23,29,6,0
KENTUCKY,KY,Warren,49,0,9,6,34,603,168,331,104,12
KENTUCKY,KY,Woodford,0,0,0,0,0,12,2,9,1,0
KENTUCKY,KY,Adair,2,0,0,0,2,16,5,7,4,0
KENTUCKY,KY,Anderson,5,0,1,0,4,31,7,17,7,0
KENTUCKY,KY,Ballard,9,0,2,0,7,59,21,30,8,0
KENTUCKY,KY,Barren,16,0,2,1,13,156,50,75,31,1
KENTUCKY,KY,Bath,9,0,0,0,9,36,12,17,7,0
KENTUCKY,KY,Bell,10,0,1,0,9,57,17,29,11,1
KENTUCKY,KY,Boyle,1,0,0,0,1,9,3,4,2,0
KENTUCKY,KY,Breathitt,2,1,0,0,1,20,7,12,1,0
KENTUCKY,KY,Breckinridge,11,1,3,0,7,54,6,24,24,0
KENTUCKY,KY,Caldwell,5,0,0,1,4,45,20,20,5,0
KENTUCKY,KY,Calloway,5,1,1,0,3,182,58,105,19,3
KENTUCKY,KY,Carlisle,2,0,1,0,1,5,2,3,0,0
KENTUCKY,KY,Carroll,4,0,1,0,3,45,6,22,17,0
KENTUCKY,KY,Casey,4,0,1,1,2,26,17,5,4,0
KENTUCKY,KY,Clay,6,0,0,0,6,87,21,42,24,1
KENTUCKY,KY,Clinton,2,0,0,1,1,9,2,3,4,0
KENTUCKY,KY,Crittenden,2,0,1,0,1,27,14,8,5,0
KENTUCKY,KY,Cumberland,1,0,0,0,1,17,5,7,5,0
KENTUCKY,KY,Elliott,0,0,0,0,0,8,3,4,1,0
KENTUCKY,KY,Estill,7,0,0,0,7,42,13,22,7,0
KENTUCKY,KY,Fleming,4,0,0,0,4,18,2,6,10,0
KENTUCKY,KY,Floyd,2,0,0,0,2,53,11,17,25,1
KENTUCKY,KY,Franklin,19,1,2,1,15,195,40,110,45,0
KENTUCKY,KY,Fulton,1,0,1,0,0,0,0,0,0,0
KENTUCKY,KY,Garrard,0,0,0,0,0,0,0,0,0,0
KENTUCKY,KY,Garrard County Police Department,4,0,1,0,3,42,11,23,8,0
KENTUCKY,KY,Graves,17,0,6,2,9,188,69,97,22,0
KENTUCKY,KY,Grayson,9,0,1,1,7,74,21,40,13,1
KENTUCKY,KY,Green,1,0,1,0,0,8,2,3,3,1
KENTUCKY,KY,Harlan,4,0,0,0,4,42,12,24,6,2
KENTUCKY,KY,Harrison,2,0,0,0,2,44,13,21,10,0
KENTUCKY,KY,Hart,6,0,0,0,6,42,12,22,8,1
KENTUCKY,KY,Hickman,1,0,1,0,0,10,5,3,2,0
KENTUCKY,KY,Hopkins,26,1,10,5,10,201,46,132,23,1
KENTUCKY,KY,Jackson,6,0,0,0,6,56,20,23,13,1
KENTUCKY,KY,Johnson,6,1,1,0,4,42,13,16,13,0
KENTUCKY,KY,Knott,2,0,1,0,1,24,4,10,10,0
KENTUCKY,KY,Knox,7,0,0,0,7,69,20,22,27,1
KENTUCKY,KY,Laurel,43,2,9,4,28,425,57,228,140,3
KENTUCKY,KY,Lawrence,4,0,1,1,2,52,14,20,18,0
KENTUCKY,KY,Lee,0,0,0,0,0,22,2,9,11,1
KENTUCKY,KY,Leslie,2,0,0,0,2,19,5,8,6,2
KENTUCKY,KY,Letcher,3,0,0,0,3,7,0,2,5,0
KENTUCKY,KY,Lewis,0,0,0,0,0,23,6,7,10,0
KENTUCKY,KY,Lincoln,3,0,1,0,2,84,46,25,13,0
KENTUCKY,KY,Livingston,2,0,0,1,1,54,28,17,9,0
KENTUCKY,KY,Logan,14,0,3,0,11,67,19,33,15,1
KENTUCKY,KY,Lyon,5,1,0,0,4,32,13,18,1,0
KENTUCKY,KY,Madison,21,0,5,0,16,220,54,122,44,0
KENTUCKY,KY,Magoffin,1,0,0,0,1,18,2,9,7,1
KENTUCKY,KY,Marion,5,0,0,0,5,37,8,25,4,0
KENTUCKY,KY,Marshall,24,0,8,1,15,230,60,141,29,1
KENTUCKY,KY,Martin,4,0,0,1,3,9,0,5,4,0
KENTUCKY,KY,Mason,4,0,0,0,4,73,18,40,15,0
KENTUCKY,KY,McCracken,34,1,13,9,11,310,93,189,28,1
KENTUCKY,KY,McCreary,2,0,0,0,2,50,12,21,17,1
KENTUCKY,KY,Menifee,2,0,0,0,2,10,3,1,6,0
KENTUCKY,KY,Mercer,4,1,0,0,3,19,8,9,2,1
KENTUCKY,KY,Metcalfe,4,0,0,1,3,21,12,8,1,1
KENTUCKY,KY,Monroe,2,0,0,0,2,19,6,6,7,1
KENTUCKY,KY,Montgomery,14,0,5,2,7,201,41,130,30,0
KENTUCKY,KY,Morgan,3,0,0,1,2,41,9,24,8,0
KENTUCKY,KY,Muhlenberg,14,0,0,1,13,63,27,27,9,0
KENTUCKY,KY,Nelson,26,2,2,0,22,188,50,114,24,0
KENTUCKY,KY,Nicholas,0,0,0,0,0,6,3,2,1,1
KENTUCKY,KY,Ohio,12,0,6,0,6,107,47,42,18,2
KENTUCKY,KY,Owen,2,0,0,0,2,31,13,15,3,0
KENTUCKY,KY,Owsley,0,0,0,0,0,1,1,0,0,0
KENTUCKY,KY,Perry,13,0,2,0,11,41,10,11,20,2
KENTUCKY,KY,Pike,1,0,0,0,1,38,10,19,9,0
KENTUCKY,KY,Powell,0,0,0,0,0,4,1,1,2,0
KENTUCKY,KY,Pulaski,16,1,2,2,11,285,125,100,60,5
KENTUCKY,KY,Robertson,0,0,0,0,0,4,3,1,0,0
KENTUCKY,KY,Rockcastle,3,0,2,0,1,46,16,15,15,0
KENTUCKY,KY,Rowan,8,0,0,0,8,45,8,31,6,0
KENTUCKY,KY,Russell,0,0,0,0,0,10,3,6,1,0
KENTUCKY,KY,Simpson,8,0,4,0,4,35,9,12,14,1
KENTUCKY,KY,Taylor,10,0,5,1,4,179,79,83,17,1
KENTUCKY,KY,Todd,6,0,1,0,5,41,22,17,2,0
KENTUCKY,KY,Trimble,1,0,0,0,1,23,4,15,4,1
KENTUCKY,KY,Union,3,0,2,1,0,55,20,24,11,1
KENTUCKY,KY,Washington,1,1,0,0,0,11,3,5,3,0
KENTUCKY,KY,Wayne,6,0,1,0,5,34,10,14,10,1
KENTUCKY,KY,Webster,2,0,0,0,2,31,7,15,9,0
KENTUCKY,KY,Whitley,13,0,0,2,11,143,53,66,24,0
KENTUCKY,KY,Wolfe,6,0,2,0,4,19,6,7,6,0
LOUISIANA,LA,Acadia,0,0,0,0,0,0,0,0,0,0
LOUISIANA,LA,Ascension,402,7,24,18,353,"1,915",289,"1,418",208,6
LOUISIANA,LA,Bossier,149,1,16,3,129,506,102,354,50,2
LOUISIANA,LA,Caddo,54,0,1,2,51,632,153,420,59,3
LOUISIANA,LA,Calcasieu,909,5,69,23,812,"4,069",748,"2,929",392,6
LOUISIANA,LA,East Baton Rouge,652,11,17,55,569,"5,002",744,"3,824",434,3
LOUISIANA,LA,Grant,64,8,5,3,48,245,72,148,25,1
LOUISIANA,LA,Iberville,118,3,2,2,111,204,40,152,12,22
LOUISIANA,LA,Jefferson,"1,263",46,54,165,998,"7,405","1,126","5,518",761,29
LOUISIANA,LA,Lafayette,180,2,17,17,144,628,156,383,89,0
LOUISIANA,LA,Lafourche,224,9,11,4,200,"1,490",273,"1,127",90,5
LOUISIANA,LA,Livingston,504,1,71,20,412,"2,062",513,"1,329",220,7
LOUISIANA,LA,Morehouse,28,2,2,0,24,111,21,82,8,0
LOUISIANA,LA,Ouachita,741,4,39,37,661,"2,343",582,"1,514",247,10
LOUISIANA,LA,Plaquemines,68,0,0,0,68,141,38,90,13,2
LOUISIANA,LA,Pointe Coupee,81,3,7,1,70,208,40,139,29,2
LOUISIANA,LA,Rapides,381,6,30,8,337,"1,609",652,807,150,9
LOUISIANA,LA,St. Bernard,108,1,3,7,97,482,82,350,50,1
LOUISIANA,LA,St. Charles,150,6,12,19,113,633,138,439,56,8
LOUISIANA,LA,St. Helena,42,2,1,0,39,68,13,46,9,0
LOUISIANA,LA,St. James,107,5,0,2,100,292,62,202,28,3
LOUISIANA,LA,St. John the Baptist,121,6,0,4,111,777,225,486,66,0
LOUISIANA,LA,St. Martin,200,11,11,5,173,696,185,404,107,3
LOUISIANA,LA,Tangipahoa,819,16,27,37,739,"1,423",358,853,212,16
LOUISIANA,LA,Terrebonne,284,8,3,11,262,"1,962",438,"1,379",145,10
LOUISIANA,LA,Vermilion,99,2,7,5,85,503,223,241,39,5
LOUISIANA,LA,West Baton Rouge,39,1,0,4,34,455,60,347,48,1
LOUISIANA,LA,West Feliciana,53,0,6,1,46,16,10,2,4,1
LOUISIANA,LA,Beauregard,46,0,7,0,39,128,23,83,22,4
LOUISIANA,LA,Bienville,40,1,3,2,34,169,46,102,21,0
LOUISIANA,LA,Caldwell,0,0,0,0,0,0,0,0,0,0
LOUISIANA,LA,Catahoula,21,1,2,1,17,93,18,60,15,1
LOUISIANA,LA,Claiborne,20,0,3,1,16,60,12,40,8,0
LOUISIANA,LA,Concordia,41,2,3,2,34,65,22,33,10,0
LOUISIANA,LA,East Carroll,25,4,0,0,21,28,7,18,3,0
LOUISIANA,LA,Franklin,88,5,5,2,76,201,40,140,21,1
LOUISIANA,LA,Jackson,15,0,4,0,11,93,12,62,19,1
LOUISIANA,LA,Lincoln,63,3,2,1,57,222,66,140,16,0
LOUISIANA,LA,Richland,59,0,0,1,58,77,12,56,9,1
LOUISIANA,LA,St. Landry,172,13,3,9,147,641,165,415,61,3
LOUISIANA,LA,St. Mary,138,6,11,4,117,410,105,268,37,3
LOUISIANA,LA,Tensas,0,0,0,0,0,1,1,0,0,0
LOUISIANA,LA,Washington,163,6,18,1,138,370,91,205,74,5
LOUISIANA,LA,Webster,25,0,1,2,22,159,26,110,23,0
LOUISIANA,LA,West Carroll,6,1,3,1,1,20,3,13,4,0
LOUISIANA,LA,Winn,34,1,3,1,29,40,11,20,9,0
MAINE,ME,Androscoggin,20,0,13,1,6,128,22,100,6,0
MAINE,ME,Cumberland,31,0,15,1,15,287,58,212,17,1
MAINE,ME,Penobscot,15,0,0,0,15,349,66,249,34,1
MAINE,ME,Sagadahoc,8,0,0,1,7,46,8,35,3,1
MAINE,ME,York,40,0,28,4,8,266,47,212,7,0
MAINE,ME,Aroostook,7,0,2,0,5,139,43,91,5,0
MAINE,ME,Franklin,19,0,6,0,13,76,15,58,3,0
MAINE,ME,Hancock,17,0,8,0,9,92,9,78,5,0
MAINE,ME,Kennebec,26,0,12,1,13,294,105,166,23,1
MAINE,ME,Knox,4,0,0,0,4,110,9,97,4,0
MAINE,ME,Lincoln,27,0,16,0,11,79,20,50,9,0
MAINE,ME,Oxford,35,0,23,0,12,228,42,176,10,0
MAINE,ME,Piscataquis,2,0,0,0,2,74,8,58,8,0
MAINE,ME,Somerset,37,0,16,4,17,291,41,220,30,1
MAINE,ME,Waldo,6,0,3,0,3,101,18,75,8,0
MAINE,ME,Washington,20,0,4,2,14,78,15,50,13,1
MARYLAND,MD,Allegany,17,0,8,0,9,80,16,60,4,0
MARYLAND,MD,Baltimore County Police Department,"3,333",52,371,705,"2,205","14,059","1,462","11,454","1,143",127
MARYLAND,MD,Montgomery County Police Department,"1,630",30,309,432,859,"13,151","1,076","10,737","1,338",14
MARYLAND,MD,St. Mary's,285,3,27,25,230,"1,162",202,893,67,16
MARYLAND,MD,Garrett,15,1,3,0,11,122,43,59,20,1
MARYLAND,MD,Talbot,26,0,11,0,15,97,29,63,5,3
MICHIGAN,MI,Bay,46,0,19,3,24,432,59,338,35,5
MICHIGAN,MI,Berrien,174,0,44,7,123,709,123,505,81,3
MICHIGAN,MI,Calhoun,123,1,15,6,101,567,117,396,54,5
MICHIGAN,MI,Cass,54,0,10,2,42,322,74,205,43,2
MICHIGAN,MI,Clinton,21,1,2,2,16,139,18,113,8,1
MICHIGAN,MI,Eaton,165,7,26,10,122,751,79,600,72,1
MICHIGAN,MI,Genesee,95,2,23,2,68,351,35,243,73,2
MICHIGAN,MI,Ingham,173,1,28,15,129,558,85,402,71,3
MICHIGAN,MI,Ionia,4,0,1,0,3,10,0,8,2,0
MICHIGAN,MI,Jackson,304,5,29,3,267,386,60,280,46,4
MICHIGAN,MI,Kalamazoo,371,7,51,33,280,"2,333",287,"1,640",406,14
MICHIGAN,MI,Kent,458,4,121,44,289,"2,770",392,"2,078",300,12
MICHIGAN,MI,Lapeer,54,0,27,0,27,152,37,100,15,3
MICHIGAN,MI,Livingston,71,1,27,1,42,359,66,280,13,5
MICHIGAN,MI,Macomb,345,1,58,18,268,772,98,526,148,4
MICHIGAN,MI,Midland,77,0,25,0,52,277,51,205,21,2
MICHIGAN,MI,Montcalm,56,0,12,0,44,237,37,183,17,3
MICHIGAN,MI,Muskegon,15,0,6,1,8,53,6,45,2,0
MICHIGAN,MI,Oakland,16,1,3,1,11,31,5,17,9,2
MICHIGAN,MI,Ottawa,589,1,213,15,360,"1,847",354,"1,356",137,12
MICHIGAN,MI,Saginaw,126,5,18,9,94,353,28,295,30,0
MICHIGAN,MI,Shiawassee,19,0,2,1,16,124,28,86,10,0
MICHIGAN,MI,St. Clair,157,0,28,3,126,497,85,360,52,5
MICHIGAN,MI,Washtenaw,665,8,61,42,554,"1,247",234,791,222,11
MICHIGAN,MI,Wayne,11,0,6,0,5,1,0,1,0,0
MICHIGAN,MI,Alcona,11,0,1,1,9,66,10,48,8,0
MICHIGAN,MI,Alger,3,0,0,0,3,7,1,6,0,0
MICHIGAN,MI,Allegan,91,0,13,2,76,573,117,380,76,3
MICHIGAN,MI,Alpena,4,0,4,0,0,27,1,25,1,0
MICHIGAN,MI,Antrim,26,0,10,0,16,90,17,66,7,0
MICHIGAN,MI,Arenac,32,1,3,0,28,80,31,43,6,0
MICHIGAN,MI,Baraga,3,0,0,0,3,4,3,1,0,0
MICHIGAN,MI,Barry,76,1,43,2,30,315,59,215,41,5
MICHIGAN,MI,Benzie,16,0,8,0,8,46,6,38,2,1
MICHIGAN,MI,Branch,25,0,10,0,15,161,56,89,16,2
MICHIGAN,MI,Charlevoix,18,0,6,0,12,60,7,49,4,1
MICHIGAN,MI,Cheboygan,19,0,3,0,16,26,2,21,3,0
MICHIGAN,MI,Chippewa,6,0,1,0,5,6,1,5,0,0
MICHIGAN,MI,Clare,76,5,13,0,58,387,178,177,32,6
MICHIGAN,MI,Crawford,35,0,9,1,25,62,11,44,7,2
MICHIGAN,MI,Delta,15,0,4,0,11,38,4,31,3,0
MICHIGAN,MI,Emmet,42,0,7,0,35,69,12,51,6,4
MICHIGAN,MI,Gladwin,44,0,2,1,41,129,40,77,12,4
MICHIGAN,MI,Gogebic,11,1,2,0,8,18,2,14,2,0
MICHIGAN,MI,Grand Traverse,191,1,49,1,140,399,33,346,20,6
MICHIGAN,MI,Gratiot,31,1,10,1,19,228,17,198,13,2
MICHIGAN,MI,Hillsdale,61,0,16,0,45,136,27,91,18,1
MICHIGAN,MI,Houghton,15,0,4,1,10,53,7,41,5,0
MICHIGAN,MI,Huron,28,0,7,1,20,76,9,61,6,0
MICHIGAN,MI,Iosco,0,0,0,0,0,0,0,0,0,0
MICHIGAN,MI,Isabella,54,0,20,2,32,333,35,265,33,2
MICHIGAN,MI,Kalkaska,31,0,2,1,28,85,10,69,6,1
MICHIGAN,MI,Keweenaw,0,0,0,0,0,14,3,11,0,0
MICHIGAN,MI,Leelanau,24,0,5,0,19,50,10,37,3,3
MICHIGAN,MI,Lenawee,65,1,20,1,43,184,45,121,18,3
MICHIGAN,MI,Luce,12,0,1,0,11,55,10,42,3,1
MICHIGAN,MI,Mackinac,15,0,6,0,9,93,28,61,4,0
MICHIGAN,MI,Manistee,16,0,8,0,8,138,14,119,5,1
MICHIGAN,MI,Marquette,34,0,8,0,26,122,8,107,7,0
MICHIGAN,MI,Mason,31,0,8,0,23,104,19,72,13,0
MICHIGAN,MI,Mecosta,13,0,1,0,12,43,9,28,6,1
MICHIGAN,MI,Missaukee,32,0,11,0,21,112,31,72,9,0
MICHIGAN,MI,Montmorency,6,0,1,0,5,12,6,5,1,0
MICHIGAN,MI,Newaygo,11,0,5,0,6,43,11,24,8,0
MICHIGAN,MI,Oceana,62,0,11,0,51,184,38,128,18,1
MICHIGAN,MI,Ogemaw,7,0,2,0,5,84,10,69,5,0
MICHIGAN,MI,Ontonagon,7,0,1,0,6,17,2,14,1,0
MICHIGAN,MI,Oscoda,12,0,3,0,9,51,9,25,17,0
MICHIGAN,MI,Otsego,7,0,3,0,4,15,2,11,2,0
MICHIGAN,MI,Presque Isle,5,0,1,0,4,15,3,10,2,0
MICHIGAN,MI,Sanilac,25,1,13,0,11,76,16,46,14,4
MICHIGAN,MI,Schoolcraft,0,0,0,0,0,1,0,1,0,0
MICHIGAN,MI,St. Joseph,81,1,10,1,69,278,73,161,44,3
MICHIGAN,MI,Tuscola,54,0,22,1,31,121,31,75,15,3
